Habituality,Concordance
0,"hat get to base is it. Well, what does it mean to be it? Hm? You have to chase afte- after another per"
0,"o be a friend of hers? Nice. What does it mean to be nice? Like if a person be nice to you, you should"
0,would- what would she have to be like for you to be a friend of hers? Nice. What does it mean to be n
0,st all the time then it should be fair for you to be kind to them and let them be first. Mm-hm. Well t
0,"hen a um, another teacher comes in, I don't wanna be a art teacher or a science teacher. I just wanna"
0,"cher. A what? Like I c- don't understand. I wanna be a teacher that, you know, when a um, another teac"
0,their whole teacher. You wanna be a what? I wanna be their normal teacher. A what? Like I c- don't und
0,f things do you wanna teach? Hm? Art. Mm? I wanna be their whole teacher. You wanna be a what? I wanna
0,"a art teacher or a science teacher. I just wanna be a plain teacher. Oh, like- like the ones that you"
0,rt. Mm? I wanna be their whole teacher. You wanna be a what? I wanna be their normal teacher. A what?
0,"[Mm-hm.] That's good. Okay. Um, what do you wanna be when you finish school? When you grow up? A teach"
0,"wants] to get a piano. [/??/] Oh yeah, that would be nice. Do you think you'd like to- to learn to pla"
0,er? How to be kind to others? Oh yeah? How do you be kind to others? Tell me all about how to be kind
0,"ee, they was gonna let that girl name /RD-NAME-2/ be the leader but she didn't do so much. She stayed"
0,"'t take us. Uh-huh. And when he say, y'all better be in bed when I come back, and we be in bed dead as"
0,"h, do you use any kind of rhyme to pick who gonna be it? No. Like one potato, anything like that? Oh y"
0,"w do you play mothers? See, um, we have a um, one be the mother and um, some of them have dolls for th"
0,"ause they- See, when Christmas come they won't s- be surprised because they seen mostly all of it. Oh."
0,of 'em tell us if- if we be nice to them they'll be nice to us. Mm-hm. But most of my children /in th
0,"be a um, teacher. How long does it take to get to be a teacher? Do you know? When I get out of college"
0,"u wanna be when you finish out of school? I wanna be a um, teacher. How long does it take to get to be"
0,"hen I sposta put her in. Mm-hm. What do you wanna be when you finish out of school? I wanna be a um, t"
0,n't. Mm-hm. She- s- most of 'em tell us if- if we be nice to them they'll be nice to us. Mm-hm. But mo
0,ed us to behave ourselves when we go on trips and be /amenable/ to everyone. Mm-hm. What kind of trips
0,y grandmother a house in the country so she could be satisfied. Mm-hm. And I would buy my grandmother
0,"ecause she- She'd tell us not to be bad and don't be bad like, Mm-hm. and don't be /igorant/ Mm-hm. an"
0,"to be bad and don't be bad like, Mm-hm. and don't be /igorant/ Mm-hm. and don't be ma- don't be /unmen"
0,"e, Mm-hm. and don't be /igorant/ Mm-hm. and don't be ma- don't be /unmenable/. Mm-hm. What is being ba"
0,don't be /igorant/ Mm-hm. and don't be ma- don't be /unmenable/. Mm-hm. What is being bad? Doing thin
0,"k I understand. Um, how do you decide who's gonna be first? We call it. Or either we put our feet in a"
0,"e listen to her? You know, no, they listen to her be- You know, in a way she's mean, and in a way she i"
0,"d say, excuse me, and then that's how they Mm-hm. be my friend. Mm-hm. Wow that is something. Well, te"
0,"wouldn't pick me. I said, Miss /RD-NAME-2/ can I be a monitor? And I raised my hand and I try to be q"
0,"lotte. Culottes. How do you make those? They must be hard. They're not hard, but in some- some parts o"
0,gan? Yes. Oh boy. That's something. And I [sposta be playing for our] church. /Do you play the organ?/
0,"r it is it, will- The last one that's in, they'll be the l- uh- the one that's it. Mm-hm. And they'll"
0,"m sorry. And then, that's how she- So you [got to be] friends. [we got-] Yeah. Oh [yeah?] [And that's m"
0,s go play with the dolls. And that's how I got to be /RD-NAME-2/'s [best best] friend. [/Oh really/?]
0,"w f- funny or anything um, would a person have to be in order for you to accept them as your friend? B"
0,"t she was nice? Because she- She'd tell us not to be bad and don't be bad like, Mm-hm. and don't be /i"
0,What does it take for a person to be- in order to be a friend of yours? I mean how- what- how good or
0,et new friends. What does it take for a person to be- in order to be a friend of yours? I mean how- wha
0,l tell me about when you had to fight somebody to be their friend? This girl named /RD-NAME-2/- Mm. /R
0,Yes. College? Yes. And study and take s- tests to be a teacher. Mm-hm. And see how patient I am. Mm-hm
0,I be a monitor? And I raised my hand and I try to be quiet and I try to do nice things. Mm-hm. She wou
0,"intstones, when Pebble- when Pebbles growed up to be a lady, and Bam Bam growed up to be a man, they g"
0,"growed up to be a lady, and Bam Bam growed up to be a man, they got married. And so Barney was the Ki"
0,"m. What are you sposta to do? Mm, yeah. Yeah? [To be-] [You know] what being good is? [Oh-] [Well] I thi"
0,"uh. That's nice /??/. Well, um, what do you wanna be when you finish school? A teacher. A teacher, uh-"
0,"-hm. and I would give her two cent and that would be good. Mm-hm. Mm-hm. That's right. Okay. Well um,"
0,"uh. I'm in the middle. I'm odd. Just odd as I can be. Everybody else stupid in school, I come home with"
0,"she put a curse on Barnabas said he'll never die, be eternal life. But he sleeps in- he sleeps in the"
0,"g, run, ride bicycles, everything. Uh-huh. You go be /inaudible/? In the- on the beach? Mm-hm. Uh-huh."
0,m-hm. How old are you now? Fourteen. Mm-hm. Gonna be fifteen in November. Mm-hm. How is it being fifte
0,k you'd have to do more of that [if you're] gonna be a doctor? [Yeah.] I know but /I hope I grow out o
0,"t set on doctor but if I can't make a doctor I'll be a nurse. Mm-hm. That's good, that's a good aspira"
0,"ituation where you thought uh-oh, that this might be the end of me? /inaudible/ Let me see. Let me see"
0,"miliar. Um- You never had her? Well how could she be your favorite? I just like her, she teaches secon"
0,"octor? /I don't know-/ I wanna study real hard to be a doctor. I wanna work in a hospital, I wanna hav"
0,e. I don't want no fancy ones. They don't have to be cute or anything I just like 'em cause of their s
0,What do you mean when you say they don't have to be fancy? Oh you know when those- those dudes they g
0,do you like? Let me see. Hm. Who do they have to be for you to go with them? Nice. I don't want no fa
0,do you have to do? What does it take to- like to be accepted into your group? I don't know. We gotta
0,ink about] it. I don't know. What does it take to be a leader? See they whisper to me all this stuff.
0,"in life? A nurse. Why? I like to operate, I wanna be a pediatrician, or one of those deliver the littl"
0,"hm. Let me see. I like to help people. So I wanna be a [doctor.] [Mm-hm.] Well um, What l- what type o"
0,"about these girls that make you - [make you wanna be friends?] [We just talk a lot, we] have fun. What"
0,"ything else. Mm-hm. Uh, what is it that you wanna be in life? A nurse. Why? I like to operate, I wanna"
0,"think the life of a doctor, a woman doctor would be in a hospital? Really don't know. Mm? I gotta try"
0,"me about [that.] [That was] when one person would be it you say, take one step and then say, mother ma"
0,"full of furniture, pay for it first so I wouldn't be- have to bother about paying a rent on it. Let me"
0,"tart your own life, don't follow nobody else. You be a leader not a follower. Ooh. You sound like a ve"
0,"t everything but some things, you know. You can't be stuck up [and all.] [Okay what's] being hip? You"
0,"ide and go seek, how did you decide who was gonna be it? Well we all put out feet together and then we"
0,"fat? [Well-] /You know/. Mm. Let's see now. He'd be tall. Tall and um, you know, little older than I"
0,learning any in school or anything? No. You might be taking one but you ain't learning it. No. How abo
